avg_front_nine,last4_position_numeric,victory_potential,first_year,pars_pct,par3_birdie_pct,career_top_25,par4_avg,data_completeness,course_win_history,last5_score,recent_best_score,bogeys,career_top25,standings_rank,avg_finish_history,last2_position_numeric,putting_weaknesses,best_front_nine,recent_avg_finish_percentile,par3_bogey_pct,putting_strengths,wind_variability,par5_bogey_pct,history_best_sg_value,seconds,par4_bogey_pct,par3_par_pct,fit_component,best_back_nine,positive_sg_count,worst_score_to_par_history,front_nine_par_pct,strength_weakness_ratio,player_id,top10,par5_birdie_pct,season_scaled,approach_top50_count,cuts_made_history,pars,finish_std_history,recent_top10,top_10,recent_median_finish,top25_rate,third,last3_score,approach_rank_avg,wins,off_tee_strengths_scaled,off_tee_avg_scaled,approach_weaknesses,last1_position_numeric,worst_round_score,most_recent_position,top5,worst_finish_history,second,position_momentum,off_tee_rank_avg_scaled,recent_top5,avg_back_nine,top_25_pct,success_ratio,best_finish_history,owgr,career_wins,last1_score,first_year_played_history,events,score_std_history,score_std_5,history_sg_app,top_10_pct,off_tee_bottom50_count_scaled,front_nine_birdie_pct,recent_avg_score,par,top_25,score_trend,fedex_fall_total,score,recent_form_rating_numeric,top25,last_year_played_history,par3_avg,normalized_fit_score,last3_position_numeric,others,form_vs_history,cuts_made_pct,approach_strengths,first_to_last_diff,history_sg_p_pct,recent_weighted_finish,course_history_score,best_total_score_history,scoring_variability,last2_score,tournament_id_standard,recent_best_finish,international_wins,avg_total_score_history,total_rounds,history_sg_short_game,tournament_id,history_sg_atg,max_birdie_streak,history_sg_p,birdies,thirds,putting_rank_worst,owgr_score,recent_wins,career_events,eagles,approach_bottom50_count_scaled,last5_position_numeric,back_nine_bogey_pct,par4_birdie_pct,top_25_finishes,win_rate,par3_eagle_pct,achievement_fedexcup_champion_scaled,worst_total_score_history,putting_top50_count,overall_rank_best,negative_sg_count,recent_score_std,front_nine_bogey_pct,cuts_made,course_age,par5_avg,par3_holes,recent_vs_history,consistency_ratio_history,recent_top25,par4_eagle_pct,top_quartile_count,pars_per_round,history_sg_differential,best_score_to_par_history,par4_par_pct,experience_level_numeric,max_bogey_streak,approach_rank_best,par5_par_pct,last4_score,recent_finish_std,history_sg_tot,back_nine_par_pct,par4_holes,career_success_score,fringe_play_avg_scaled,history_worst_sg_value,history_sg_ott
37.25,69.0,10.67590405789518,2010.0,62.57716049382716,0.0,151.0,4.15,1.0,20,9.0,-16.0,14.0,2.0,61.0,34.2,,,34.0,0.875,18.75,,4.880573736764972,6.25,0.728,0.0,25.0,75.0,42.91626794258373,34.0,2.0,7,47.22222222222222,0.6664445184938355,34046,0.0,37.5,0.35355339059327373,0.0,5,41.0,22.331591971912797,2.0,2.0,38.5,0.5,11.0,-16.0,110.66666666666669,0.0,0.8291561975888502,0.6583313285456457,3.0,9.0,78.0,19.0,0.0,59.0,18.0,38.0,0.4798179032968967,1.0,35.75,0.3333333333333333,0.0,4.0,64.0,13.0,-14.0,2014,6.0,5.178627406773132,3.559026084010437,0.728,0.3333333333333333,-0.19611613513818404,13.88888888888889,-3.0,72,2.0,2.6,795.0,87.0,1.0,1.0,2025,3.3125,100.0,4.0,3.0,0.0,0.8333333333333334,0.0,8.0,-257.5342465753425,28.857142857142858,32.29508196721312,143,0.8703065493421591,6.0,R2025011,4.0,2.0,209.1818181818182,18.0,-0.704,R2025011,-0.516,2.0,-0.188,12.0,0.0,,819.3820026016112,0.0,287.0,2.0,1.822672320344987,68.0,11.11111111111111,15.0,0.0,0.0,0.0,1.4103565728135217,292,,22.0,3.0,10.237187113655782,27.77777777777778,5.0,45,4.5625,16.0,-29.0,0.4,2.0,0.0,1.0,10.25,1.244,-10,57.49999999999999,3.0,3.0,75.0,37.5,0.0,31.05237511044848,0.073,66.66666666666666,40.0,2800.0,-0.4429629964412561,-0.516,0.049
,,,,62.57716049382716,,,,0.2727272727272727,20,,,,,,24.666666666666668,,,,,,,4.880573736764972,,,,,,,,,7,,,35891,,,-2.82842712474619,,3,,28.29016319029166,,,,,,,,,-1.2060453783110545,-1.04491901287589,,,,,,56.0,,,-0.5528336711899028,,,,,1.0,,,,2017,,8.105553651663778,,,,-0.19611613513818404,,,72,,,,,,,2022,,,,,,,,,,,,148,,,R2025011,,,228.2,,,R2025011,,,,,,,,,,,-0.5779204918167031,,,,,,,-0.7071048435266734,286,,,,,,,45,,,,0.6666666666666666,,,,,,-13,,,,,,,,,,,,-0.4429629964412561,,
37.5,57.0,16.257031682118555,2018.0,62.57716049382716,18.75,96.0,4.05,1.0,20,-9.0,-9.0,10.0,3.0,24.0,34.0,,,33.0,0.75,12.5,,4.880573736764972,18.75,0.765,0.0,12.5,56.25,48.91196172248804,33.0,4.0,6,50.0,3.9960039960039966,39971,1.0,25.0,0.35355339059327373,0.0,5,44.0,23.727621035409346,0.0,2.0,33.0,0.5,6.0,5.0,105.0,0.0,0.8291561975888502,0.8330236712555465,1.0,19.0,76.0,31.0,0.0,61.0,5.0,26.0,0.05736953191593327,0.0,36.0,0.3333333333333333,0.0,6.0,24.0,2.0,-1.0,2019,9.0,5.819507424745384,5.0,0.004,0.2222222222222222,-0.19611613513818404,22.22222222222222,-2.6,72,3.0,0.9999999999999996,-18.0,71.0,0.0,2.0,2025,3.3125,70.37037037037037,,4.0,-1.0,0.6666666666666666,2.0,0.0,21.80762852404644,35.16666666666667,30.0,144,1.0035149493261806,-4.0,R2025011,19.0,3.0,261.6666666666667,16.0,0.437,R2025011,0.174,2.0,0.263,14.0,1.0,,861.9788758288394,0.0,190.0,0.0,3.0229687264258325,33.0,5.555555555555555,17.5,0.0,0.0,0.0,-0.7071048435266734,294,,13.0,1.0,4.586937976471886,22.22222222222222,6.0,45,4.9375,16.0,5.0,0.4,1.0,0.0,2.0,11.0,0.761,-8,65.0,2.0,2.0,91.0,56.25,-4.0,15.69146972791976,1.206,72.22222222222221,40.0,2000.0,-0.4429629964412561,0.004,0.765
35.0,65.0,22.922637916075445,2013.0,62.57716049382716,25.0,83.0,3.975,1.0,40,-1.0,-9.0,10.0,4.0,7.0,18.6,24.0,,33.0,1.0,18.75,,4.880573736764972,0.0,0.561,0.0,17.5,56.25,64.80765550239234,33.0,4.0,6,61.11111111111112,3.9960039960039966,39997,1.0,43.75,0.35355339059327373,1.0,5,43.0,14.842506526863986,1.0,4.0,44.5,0.6666666666666666,4.0,3.0,63.333333333333336,0.0,0.8291561975888502,0.7893505855780716,1.0,3.0,71.0,13.0,0.0,41.0,1.0,51.333333333333336,0.15124694777836958,1.0,34.75,0.625,1.0,6.0,23.0,2.0,-9.0,2019,8.0,6.314005596027506,2.5,0.561,0.5,-0.19611613513818404,25.0,-2.2,72,5.0,-0.5000000000000002,,45.0,0.0,2.0,2025,2.9375,22.22222222222222,74.0,0.0,-4.0,0.875,2.0,0.0,28.63945578231292,33.07142857142858,93.11475409836063,150,0.8211551465148881,-2.0,R2025011,3.0,0.0,258.6666666666667,18.0,0.422,R2025011,0.001,2.0,0.421,19.0,1.0,,863.8272163982407,0.0,198.0,0.0,0.6223759142641421,,13.88888888888889,20.0,1.0,0.0,0.0,-0.7071048435266734,284,,15.0,1.0,3.867815921162743,13.88888888888889,7.0,45,4.5625,16.0,-3.5,0.6,2.0,0.0,3.0,10.75,0.56,-11,62.5,3.0,2.0,20.0,56.25,-2.0,29.141894241795608,1.47,58.333333333333336,40.0,3000.0,-0.4429629964412561,0.001,0.487
34.75,9.0,39.67555143651529,2014.0,62.57716049382716,18.75,92.0,4.025,1.0,40,-25.0,-25.0,9.0,5.0,15.0,19.25,3.0,,33.0,0.125,18.75,,4.880573736764972,6.25,0.816,0.0,12.5,62.5,74.8,36.0,4.0,2,75.0,3.9960039960039966,46046,2.0,37.5,0.35355339059327373,2.0,4,50.0,25.46075411294803,3.0,2.0,9.0,0.6666666666666666,11.0,-9.0,42.0,0.0,0.8291561975888502,1.444446870740201,1.0,11.0,73.0,1.0,2.0,55.0,9.0,-1.5,-0.5058949632586847,2.0,36.25,1.0,0.0,1.0,1.0,13.0,-4.0,2021,5.0,10.261578825892242,1.8257418583505536,0.796,0.4,-0.19611613513818404,19.444444444444446,-12.4,72,5.0,1.4000000000000004,-30.0,33.0,3.0,2.0,2025,3.0,0.0,25.0,0.0,0.0,1.0,2.0,4.0,6.103476151980598,10.733333333333333,77.04918032786885,145,0.7852314432097843,-9.0,R2025011,1.0,1.0,251.6,20.0,0.861,R2025011,0.71,2.0,0.151,13.0,1.0,,1000.0,1.0,135.0,0.0,0.6223759142641421,1.0,19.444444444444446,10.0,1.0,0.6666666666666666,0.0,1.4198142168567285,290,,1.0,1.0,7.2,5.555555555555555,5.0,45,4.6875,16.0,-27.0,0.75,5.0,0.0,2.0,12.5,0.6649999999999999,-20,77.5,3.0,2.0,4.0,56.25,-15.0,8.44748483277715,2.474,63.888888888888886,40.0,3200.0,-0.4429629964412561,0.151,0.816
37.0,5.0,30.273794203591784,2022.0,62.57716049382716,12.5,26.0,4.15,1.0,20,-12.0,-24.0,1.0,3.0,6.0,8.0,1.0,,37.0,0.375,12.5,,4.880573736764972,0.0,1.446,0.0,0.0,62.5,68.43444976076555,34.0,3.0,2,61.11111111111112,1.4992503748125938,52955,1.0,62.5,0.35355339059327373,1.0,1,21.0,,3.0,2.0,6.0,0.2,,3.0,60.0,1.0,0.8291561975888502,1.4007737850627255,1.0,22.0,75.0,8.0,0.0,8.0,4.0,-8.5,-0.4589562553274665,2.0,36.0,0.5,,8.0,5.0,2.0,0.0,2024,6.0,11.31370849898476,2.8284271247461903,1.446,0.3333333333333333,-0.19611613513818404,22.22222222222222,-9.0,72,3.0,4.0,-12.0,60.0,3.0,1.0,2025,3.25,50.0,42.0,5.0,,0.8333333333333334,2.0,4.0,-10.891445003594535,17.066666666666666,,146,1.012618795696004,-12.0,R2025011,1.0,1.0,210.0,20.0,0.328,R2025011,0.631,2.0,-0.303,9.0,0.0,,930.102999566398,1.0,42.0,0.0,0.6223759142641421,6.0,5.555555555555555,15.0,0.0,0.0,0.0,-0.7071048435266734,274,,2.0,2.0,9.67470929795826,0.0,5.0,45,4.625,8.0,,1.0,4.0,0.0,2.0,10.5,1.749,-14,70.0,1.0,1.0,7.0,25.0,-24.0,15.197368193210298,2.782,55.55555555555556,20.0,3500.0,-0.4429629964412561,-0.303,1.008
35.5,68.0,46.92267731815669,2007.0,59.67078189300411,18.75,179.0,3.975,1.0,60,-15.0,-21.0,8.0,4.0,1.0,16.125,9.0,0.0,32.0,0.5,12.5,3.0,4.076763422127902,12.5,0.665,0.0,10.0,62.5,52.74647887323942,35.0,5.0,7,72.22222222222221,5000.0,28237,2.0,31.25,0.35355339059327373,1.0,8,50.0,8.999007881824689,3.0,2.0,9.0,0.75,11.0,-6.0,9.0,2.0,0.8291561975888502,0.702004414223121,0.0,1.0,74.0,24.0,1.0,29.0,11.0,22.25,0.24512436364080592,2.0,35.75,1.0,0.0,4.0,2.0,28.0,-21.0,2016,4.0,5.286250509051235,2.9860788111948198,0.356,0.5,-0.19611613513818404,16.666666666666664,-9.8,72,4.0,0.6999999999999994,-16.0,22.0,2.0,3.0,2025,3.0625,14.285714285714285,11.0,1.0,0.0,1.0,1.0,0.0,-22.09876543209876,14.333333333333332,50.41666666666666,149,0.829686857609629,-16.0,R2025007,1.0,11.0,263.8888888888889,20.0,-0.21,R2025007,-0.031,3.0,-0.179,13.0,0.0,35.0,969.897000433602,1.0,261.0,0.0,-0.5779204918167031,5.0,11.11111111111111,12.5,1.0,0.0,0.0,-0.7071048435266734,285,3.0,9.0,0.0,10.571660229122008,11.11111111111111,4.0,68,4.8125,16.0,9.333333333333334,0.875,4.0,0.0,1.0,12.5,0.8440000000000001,-11,77.5,3.0,1.0,9.0,56.25,9.0,24.83867951401604,0.81,66.66666666666666,40.0,6000.0,-0.4429629964412561,-0.179,0.665
35.0,26.0,30.813025430628507,2009.0,59.67078189300411,6.25,140.0,3.95,1.0,80,-18.0,-23.0,8.0,3.0,9.0,22.5,48.0,0.0,34.0,0.25,25.0,1.0,4.076763422127902,6.25,0.26,2.0,7.5,68.75,34.01408450704225,33.0,3.0,8,66.66666666666666,3000.0,33448,1.0,50.0,0.35355339059327373,1.0,8,47.0,19.53019640015357,3.0,4.0,6.0,1.0,13.0,-23.0,1.0,0.0,0.8291561975888502,-0.8265535844885137,0.0,6.0,73.0,20.0,0.0,54.0,8.0,13.75,2.1696113888207504,2.0,35.5,0.5,1.0,2.0,9.0,15.0,-15.0,2015,8.0,6.8277508608751845,1.914854215512676,-0.297,0.5,-0.19611613513818404,22.22222222222222,-16.4,72,4.0,-1.4,-14.0,40.0,2.0,2.0,2025,3.1875,100.0,2.0,1.0,-1.0,1.0,1.0,-4.0,-311.11111111111114,18.866666666666667,73.75,145,0.7458807063927945,-7.0,R2025007,2.0,0.0,242.9090909090909,20.0,0.148,R2025007,0.26,2.0,-0.112,16.0,0.0,50.0,904.5757490560676,0.0,248.0,0.0,-0.5779204918167031,3.0,11.11111111111111,17.5,1.0,0.0,0.0,1.4124582714897898,287,3.0,1.0,0.0,5.351635264103861,11.11111111111111,8.0,68,4.5625,16.0,14.0,0.625,3.0,0.0,1.0,11.75,0.5569999999999999,-13,72.5,3.0,1.0,1.0,43.75,-19.0,17.798876369029593,0.036,63.888888888888886,40.0,3285.7142857142853,-0.4429629964412561,-0.297,0.185
37.0,32.0,13.206815526228551,2010.0,59.67078189300411,0.0,63.0,4.45,1.0,0,-8.0,-16.0,9.0,2.0,53.0,35.5,22.0,2.0,36.0,0.8125,12.5,1.0,4.076763422127902,25.0,0.798,0.0,30.0,87.5,65.98591549295774,39.0,2.0,10,55.55555555555556,0.6664445184938355,33948,0.0,25.0,0.35355339059327373,0.0,2,22.0,27.577164466275352,0.0,1.0,27.0,0.2,4.0,-2.0,61.0,0.0,0.8291561975888502,0.7456774999005963,1.0,73.0,79.0,16.0,0.0,55.0,5.0,-48.0,0.19818565570958777,0.0,40.0,0.3333333333333333,,16.0,34.0,0.0,2.0,2017,9.0,8.621678104251709,2.8284271247461903,0.798,0.1111111111111111,-0.19611613513818404,16.666666666666664,-6.8,72,3.0,3.999999999999999,-8.0,40.0,0.0,1.0,2025,3.125,100.0,,2.0,,0.6666666666666666,0.0,4.0,-114.8599269183922,42.21428571428572,,154,0.9444911286314404,-10.0,R2025007,21.0,4.0,238.0,18.0,-0.1919999999999999,R2025007,0.751,1.0,-0.943,3.0,0.0,59.0,846.8521082957745,0.0,211.0,0.0,-0.5779204918167031,21.0,22.22222222222222,5.0,0.0,0.0,0.0,-0.7071048435266734,283,2.0,16.0,3.0,6.273754856543249,27.77777777777778,6.0,68,5.0,8.0,,0.5,2.0,0.0,0.0,11.0,1.741,-7,55.00000000000001,3.0,1.0,61.0,50.0,-16.0,21.224985276791124,0.821,66.66666666666666,20.0,1625.0,-0.4429629964412561,-0.943,0.215
37.5,,14.058071505958829,2010.0,59.67078189300411,0.0,151.0,4.25,1.0,40,5.0,-16.0,9.0,2.0,61.0,24.75,69.0,1.0,37.0,1.0,37.5,2.0,4.076763422127902,12.5,0.751,0.0,25.0,62.5,39.17746478873239,36.0,3.0,6,72.22222222222221,1.4992503748125938,34046,0.0,37.5,0.35355339059327373,1.0,8,24.0,20.02676780140591,1.0,2.0,46.5,0.3333333333333333,11.0,9.0,43.0,0.0,0.8291561975888502,0.570985157190695,1.0,4.0,76.0,26.0,0.0,59.0,18.0,50.0,0.2920630715720241,1.0,37.5,0.3333333333333333,,4.0,64.0,13.0,-16.0,2012,6.0,5.268435275905955,1.4142135623730951,-0.127,0.3333333333333333,-0.19611613513818404,5.555555555555555,-0.8,72,2.0,-2.0,795.0,39.0,0.0,1.0,2025,3.375,95.23809523809524,68.0,0.0,,0.8333333333333334,0.0,-2.0,-15.58139534883721,39.28571428571429,,66,0.6969320524371696,0.0,R2025007,4.0,2.0,222.69230769230768,18.0,0.6839999999999999,R2025007,0.751,1.0,-0.067,3.0,0.0,59.0,819.3820026016112,0.0,287.0,0.0,-0.5779204918167031,25.0,27.77777777777778,0.0,0.0,0.0,0.0,1.4103565728135217,288,2.0,18.0,2.0,8.518215775618742,22.22222222222222,5.0,68,4.75,8.0,-11.0,0.625,2.0,0.0,0.0,12.0,0.878,-8,75.0,3.0,2.0,43.0,50.0,-2.0,28.00446392988089,0.43,61.11111111111112,20.0,2800.0,-0.4429629964412561,-0.127,-0.127
,,,,59.67078189300411,,,,0.2727272727272727,40,,,,,,30.5,,,,,,,4.076763422127902,,,,,,,,,4,,,35891,,,-2.82842712474619,,6,,23.29592238998061,,,,,,,,,-1.2060453783110545,-1.04491901287589,,,,,,63.0,,,-0.5528336711899028,,,,,4.0,,,,2016,,5.033222956847166,,,,-0.19611613513818404,,,72,,,,,,,2022,,,,,,,,,,,,146,,,R2025007,,,260.7142857142857,,,R2025007,,,,,,,,,,,-0.5779204918167031,,,,,,,-0.7071048435266734,286,,,,,,,68,,,,0.3333333333333333,,,,,,-9,,,,,,,,,,,,-0.4429629964412561,,
38.5,,17.81713757662298,2018.0,59.67078189300411,12.5,96.0,4.15,1.0,0,-29.0,-29.0,6.0,3.0,24.0,44.333333333333336,33.0,0.0,37.0,0.625,0.0,3.0,4.076763422127902,12.5,0.238,0.0,25.0,75.0,84.41971830985915,35.0,4.0,5,61.11111111111112,3.9960039960039966,39971,0.0,25.0,0.35355339059327373,0.0,3,23.0,11.503622617824933,2.0,2.0,18.5,0.0,6.0,-5.0,58.0,0.0,0.8291561975888502,0.9203698426104973,1.0,57.0,75.0,44.0,0.0,56.0,5.0,-43.66666666666666,-0.13038529980893937,2.0,36.0,0.3333333333333333,,33.0,24.0,2.0,-4.0,2019,9.0,3.40587727318528,0.7071067811865476,-0.317,0.2222222222222222,-0.19611613513818404,11.11111111111111,-10.6,72,3.0,0.9999999999999994,-18.0,26.0,2.0,0.0,2025,3.125,33.33333333333333,4.0,2.0,,0.6666666666666666,0.0,1.0,-84.99999999999999,31.071428571428573,,144,0.9900296612519902,-9.0,R2025007,3.0,3.0,214.33333333333331,19.0,-0.038,R2025007,-0.276,1.0,0.238,5.0,1.0,37.0,861.9788758288394,0.0,190.0,0.0,-0.5779204918167031,3.0,16.666666666666664,10.0,0.0,0.0,0.0,-0.7071048435266734,285,3.0,9.0,1.0,9.350935782048769,16.666666666666664,6.0,68,5.125,8.0,,0.0,2.0,0.0,2.0,11.5,0.5549999999999999,-5,65.0,2.0,2.0,58.0,50.0,-6.0,22.42069356643545,-0.28,66.66666666666666,20.0,2000.0,-0.4429629964412561,-0.317,0.074
35.0,5.0,12.688651990776902,2013.0,59.67078189300411,25.0,83.0,4.075,1.0,0,-24.0,-24.0,8.0,4.0,7.0,36.333333333333336,65.0,0.0,33.0,0.8125,12.5,3.0,4.076763422127902,6.25,0.343,0.0,12.5,62.5,50.0,34.0,4.0,3,72.22222222222221,3.9960039960039966,39997,0.0,37.5,0.35355339059327373,0.0,3,48.0,21.361959960016154,2.0,4.0,35.0,0.5,4.0,-1.0,53.0,0.0,0.8291561975888502,0.7893505855780716,1.0,74.0,74.0,24.0,0.0,61.0,1.0,-49.33333333333333,0.01043082398471511,2.0,36.5,0.625,0.0,24.0,23.0,2.0,3.0,2020,8.0,3.125166662222459,3.1091263510296048,0.072,0.5,-0.19611613513818404,19.444444444444446,-9.6,72,5.0,-1.6,,36.0,1.0,1.0,2025,2.875,80.95238095238095,,2.0,0.0,0.875,0.0,-5.0,144.1532258064516,46.642857142857146,30.0,143,0.9188514297326597,-2.0,R2025007,4.0,0.0,213.83333333333331,17.0,-0.911,R2025007,-0.196,2.0,-0.715,14.0,1.0,42.0,863.8272163982407,0.0,198.0,0.0,-0.5779204918167031,4.0,13.88888888888889,10.0,1.0,0.0,0.0,-0.7071048435266734,287,3.0,12.0,1.0,11.876026271442818,8.333333333333332,7.0,68,4.8125,16.0,-37.0,0.6666666666666666,2.0,0.0,1.0,12.0,1.058,-5,75.0,3.0,1.0,53.0,50.0,-24.0,32.657311585615865,-0.496,61.11111111111112,40.0,3000.0,-0.4429629964412561,-0.715,0.343
33.75,1.0,44.30984244670992,2014.0,59.67078189300411,6.25,92.0,3.9,1.0,60,1.0,-30.0,7.0,5.0,15.0,13.666666666666666,9.0,0.0,31.0,0.125,18.75,3.0,4.076763422127902,12.5,0.581,0.0,5.0,75.0,79.0,33.0,4.0,7,58.333333333333336,3.9960039960039966,46046,2.0,43.75,0.35355339059327373,1.0,6,47.0,9.811557810392124,3.0,2.0,9.0,0.8,11.0,-25.0,43.0,0.0,0.8291561975888502,1.4881199564176761,1.0,25.0,76.0,10.0,0.0,30.0,9.0,-14.0,-0.4589562553274665,2.0,36.0,1.0,1.0,3.0,1.0,13.0,-9.0,2018,5.0,6.324555320336758,4.5,0.581,0.4,-0.19611613513818404,33.33333333333333,-15.6,72,5.0,-0.2999999999999999,-30.0,19.0,3.0,4.0,2025,3.125,0.0,1.0,1.0,-1.0,1.0,0.0,-4.0,-3.185595567867036,13.266666666666666,91.25,149,0.7861028854284109,-15.0,R2025007,1.0,1.0,259.2857142857143,20.0,0.507,R2025007,0.553,3.0,-0.046,16.0,1.0,23.0,1000.0,2.0,135.0,1.0,-0.5779204918167031,33.0,11.11111111111111,20.0,1.0,0.0,0.0,1.4198142168567285,282,3.0,2.0,1.0,11.09233969908964,8.333333333333332,5.0,68,4.5625,16.0,-7.25,0.8333333333333334,4.0,0.0,2.0,11.75,0.627,-12,72.5,3.0,1.0,43.0,37.5,-30.0,12.998461447417537,1.444,72.22222222222221,40.0,3200.0,-0.4429629964412561,-0.046,0.356
33.75,17.0,27.502952854920185,2022.0,59.67078189300411,43.75,26.0,4.125,1.0,20,-12.0,-24.0,11.0,3.0,6.0,10.0,5.0,1.0,32.0,0.375,0.0,2.0,4.076763422127902,6.25,0.55,0.0,25.0,50.0,50.6225352112676,32.0,3.0,-6,52.77777777777778,1.4992503748125938,52955,0.0,43.75,0.35355339059327373,1.0,2,40.0,12.727922061357855,2.0,2.0,16.0,0.2,,-12.0,43.0,1.0,0.8291561975888502,1.2260814423528241,1.0,42.0,74.0,19.0,0.0,19.0,4.0,-31.0,-0.41201754739624835,1.0,35.25,0.5,1.0,1.0,5.0,2.0,3.0,2024,6.0,4.242640687119285,3.829708431025352,0.55,0.3333333333333333,-0.19611613513818404,27.77777777777778,-11.0,72,3.0,-2.000000000000001,-12.0,35.0,2.0,1.0,2025,2.4375,76.19047619047619,6.0,0.0,-2.0,0.8333333333333334,0.0,-8.0,43.6077057793345,19.866666666666667,97.08333333333334,276,0.9929327736346236,-24.0,R2025007,5.0,1.0,277.0,20.0,0.29,R2025007,0.041,3.0,0.249,19.0,0.0,61.0,930.102999566398,0.0,42.0,2.0,-0.5779204918167031,16.0,16.666666666666664,12.5,1.0,0.0,6.25,-0.7071048435266734,278,2.0,3.0,2.0,8.579044235810887,13.88888888888889,5.0,68,4.5,16.0,,1.0,4.0,0.0,1.0,10.0,0.8190000000000001,-12,62.5,1.0,2.0,43.0,43.75,-10.0,13.347658970770867,0.571,58.333333333333336,40.0,3500.0,-0.4429629964412561,-0.269,-0.269
